split,seq_id,pdb_id,chain_id,n_residues,len_seq,nchain,rez,met1,mthm,tm_type,bio_name,seq_equal_xml,feature_path
train,8qz6__C,8qz6,C,329,329,2,3.2,x-ray diffraction,7.0,alpha,isoform 2 of ceramide synthase 6,0,features/protein_v4/pt/8qz6/8qz6_protein.pt
train,8qz7__A,8qz7,A,333,333,2,3.0,x-ray diffraction,7.0,alpha,isoform 2 of ceramide synthase 6,0,features/protein_v4/pt/8qz7/8qz7_protein.pt
train,8qz7__C,8qz7,C,333,333,2,3.0,x-ray diffraction,7.0,alpha,isoform 2 of ceramide synthase 6,0,features/protein_v4/pt/8qz7/8qz7_protein.pt
train,8qzl__A,8qzl,A,1021,1021,3,3.42,x-ray diffraction,12.0,alpha,efflux pump membrane transporter,0,features/protein_v4/pt/8qzl/8qzl_protein.pt
train,8qzl__B,8qzl,B,1025,1025,3,3.42,x-ray diffraction,12.0,alpha,efflux pump membrane transporter,0,features/protein_v4/pt/8qzl/8qzl_protein.pt
train,8qzl__C,8qzl,C,1023,1023,3,3.42,x-ray diffraction,12.0,alpha,efflux pump membrane transporter,0,features/protein_v4/pt/8qzl/8qzl_protein.pt
train,8qzq__A,8qzq,A,1025,1025,3,3.23,x-ray diffraction,12.0,alpha,multidrug efflux pump subunit acrb,0,features/protein_v4/pt/8qzq/8qzq_protein.pt
train,8qzq__B,8qzq,B,1034,1034,3,3.23,x-ray diffraction,12.0,alpha,multidrug efflux pump subunit acrb,0,features/protein_v4/pt/8qzq/8qzq_protein.pt
train,8qzq__C,8qzq,C,1034,1034,3,3.23,x-ray diffraction,12.0,alpha,multidrug efflux pump subunit acrb,0,features/protein_v4/pt/8qzq/8qzq_protein.pt
train,8r2i__A,8r2i,A,306,306,11,2.9,x-ray diffraction,5.0,alpha,photosystem ii protein d1,0,features/protein_v4/pt/8r2i/8r2i_protein.pt
train,8r2i__B,8r2i,B,487,487,11,2.9,x-ray diffraction,6.0,alpha,photosystem ii cp47 reaction center protein,1,features/protein_v4/pt/8r2i/8r2i_protein.pt
train,8r2i__C,8r2i,C,423,423,11,2.9,x-ray diffraction,6.0,alpha,photosystem ii cp43 reaction center protein,1,features/protein_v4/pt/8r2i/8r2i_protein.pt
train,8r2i__D,8r2i,D,335,335,11,2.9,x-ray diffraction,5.0,alpha,photosystem ii d2 protein,0,features/protein_v4/pt/8r2i/8r2i_protein.pt
train,8r7p__A,8r7p,A,173,173,6,2.53,x-ray diffraction,4.0,alpha,gap junction delta-2 protein,0,features/protein_v4/pt/8r7p/8r7p_protein.pt
train,8r7p__B,8r7p,B,173,173,6,2.53,x-ray diffraction,4.0,alpha,gap junction delta-2 protein,0,features/protein_v4/pt/8r7p/8r7p_protein.pt
train,8r7p__C,8r7p,C,173,173,6,2.53,x-ray diffraction,4.0,alpha,gap junction delta-2 protein,0,features/protein_v4/pt/8r7p/8r7p_protein.pt
train,8r7p__D,8r7p,D,173,173,6,2.53,x-ray diffraction,4.0,alpha,gap junction delta-2 protein,0,features/protein_v4/pt/8r7p/8r7p_protein.pt
train,8r7p__E,8r7p,E,173,173,6,2.53,x-ray diffraction,4.0,alpha,gap junction delta-2 protein,0,features/protein_v4/pt/8r7p/8r7p_protein.pt
train,8r7p__L,8r7p,L,173,173,6,2.53,x-ray diffraction,4.0,alpha,gap junction delta-2 protein,0,features/protein_v4/pt/8r7p/8r7p_protein.pt
train,8r7q__A,8r7q,A,173,173,6,2.78,x-ray diffraction,4.0,alpha,gap junction delta-2 protein,0,features/protein_v4/pt/8r7q/8r7q_protein.pt
train,8r7q__B,8r7q,B,173,173,6,2.78,x-ray diffraction,4.0,alpha,gap junction delta-2 protein,0,features/protein_v4/pt/8r7q/8r7q_protein.pt
train,8r7q__C,8r7q,C,173,173,6,2.78,x-ray diffraction,4.0,alpha,gap junction delta-2 protein,0,features/protein_v4/pt/8r7q/8r7q_protein.pt
train,8r7q__D,8r7q,D,173,173,6,2.78,x-ray diffraction,4.0,alpha,gap junction delta-2 protein,0,features/protein_v4/pt/8r7q/8r7q_protein.pt
train,8r7q__E,8r7q,E,173,173,6,2.78,x-ray diffraction,4.0,alpha,gap junction delta-2 protein,0,features/protein_v4/pt/8r7q/8r7q_protein.pt
train,8r7q__F,8r7q,F,173,173,6,2.78,x-ray diffraction,4.0,alpha,gap junction delta-2 protein,0,features/protein_v4/pt/8r7q/8r7q_protein.pt
train,8rez__A,8rez,A,572,572,2,3.3,x-ray diffraction,6.0,alpha,lipid a export atp-binding/permease protein msba,0,features/protein_v4/pt/8rez/8rez_protein.pt
train,8rez__B,8rez,B,572,572,2,3.3,x-ray diffraction,6.0,alpha,lipid a export atp-binding/permease protein msba,0,features/protein_v4/pt/8rez/8rez_protein.pt
train,8rgp__A,8rgp,A,115,115,45,3.0,x-ray diffraction,3.0,alpha,nadh-ubiquinone oxidoreductase chain 3,1,features/protein_v4/pt/8rgp/8rgp_protein.pt
train,8rgp__H,8rgp,H,318,318,45,3.0,x-ray diffraction,7.0,alpha,nadh-ubiquinone oxidoreductase chain 1,1,features/protein_v4/pt/8rgp/8rgp_protein.pt
train,8rgp__J,8rgp,J,172,172,45,3.0,x-ray diffraction,5.0,alpha,nadh-ubiquinone oxidoreductase chain 6,1,features/protein_v4/pt/8rgp/8rgp_protein.pt
train,8rgp__K,8rgp,K,98,98,45,3.0,x-ray diffraction,3.0,alpha,nadh-ubiquinone oxidoreductase chain 4l,1,features/protein_v4/pt/8rgp/8rgp_protein.pt
train,8rgp__L,8rgp,L,606,606,45,3.0,x-ray diffraction,16.0,alpha,nadh-ubiquinone oxidoreductase chain 5,0,features/protein_v4/pt/8rgp/8rgp_protein.pt
train,8rgp__M,8rgp,M,459,459,45,3.0,x-ray diffraction,14.0,alpha,nadh-ubiquinone oxidoreductase chain 4,1,features/protein_v4/pt/8rgp/8rgp_protein.pt
train,8rgp__N,8rgp,N,345,345,45,3.0,x-ray diffraction,11.0,alpha,nadh-ubiquinone oxidoreductase chain 2,1,features/protein_v4/pt/8rgp/8rgp_protein.pt
train,8rgp__Y,8rgp,Y,140,140,45,3.0,x-ray diffraction,4.0,alpha,nadh dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,0,features/protein_v4/pt/8rgp/8rgp_protein.pt
train,8rgp__d,8rgp,d,120,120,45,3.0,x-ray diffraction,2.0,alpha,nadh dehydrogenase [ubiquinone] 1 subunit c2,1,features/protein_v4/pt/8rgp/8rgp_protein.pt
train,8rgq__A,8rgq,A,93,93,45,3.0,x-ray diffraction,3.0,alpha,nadh-ubiquinone oxidoreductase chain 3,0,features/protein_v4/pt/8rgq/8rgq_protein.pt
train,8rgq__H,8rgq,H,306,306,45,3.0,x-ray diffraction,5.0,alpha,nadh-ubiquinone oxidoreductase chain 1,0,features/protein_v4/pt/8rgq/8rgq_protein.pt
train,8rgq__J,8rgq,J,165,165,45,3.0,x-ray diffraction,5.0,alpha,nadh-ubiquinone oxidoreductase chain 6,0,features/protein_v4/pt/8rgq/8rgq_protein.pt
train,8rgq__K,8rgq,K,98,98,45,3.0,x-ray diffraction,3.0,alpha,nadh-ubiquinone oxidoreductase chain 4l,1,features/protein_v4/pt/8rgq/8rgq_protein.pt
train,8rgq__L,8rgq,L,606,606,45,3.0,x-ray diffraction,17.0,alpha,nadh-ubiquinone oxidoreductase chain 5,0,features/protein_v4/pt/8rgq/8rgq_protein.pt
train,8rgq__M,8rgq,M,459,459,45,3.0,x-ray diffraction,14.0,alpha,nadh-ubiquinone oxidoreductase chain 4,1,features/protein_v4/pt/8rgq/8rgq_protein.pt
train,8rgq__N,8rgq,N,345,345,45,3.0,x-ray diffraction,11.0,alpha,nadh-ubiquinone oxidoreductase chain 2,1,features/protein_v4/pt/8rgq/8rgq_protein.pt
train,8rgq__Y,8rgq,Y,140,140,45,3.0,x-ray diffraction,4.0,alpha,nadh dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,0,features/protein_v4/pt/8rgq/8rgq_protein.pt
train,8rgq__d,8rgq,d,120,120,45,3.0,x-ray diffraction,2.0,alpha,nadh dehydrogenase [ubiquinone] 1 subunit c2,1,features/protein_v4/pt/8rgq/8rgq_protein.pt
train,8rgr__A,8rgr,A,115,115,45,2.9,x-ray diffraction,3.0,alpha,nadh-ubiquinone oxidoreductase chain 3,1,features/protein_v4/pt/8rgr/8rgr_protein.pt
train,8rgr__H,8rgr,H,318,318,45,2.9,x-ray diffraction,8.0,alpha,nadh-ubiquinone oxidoreductase chain 1,1,features/protein_v4/pt/8rgr/8rgr_protein.pt
train,8rgr__J,8rgr,J,172,172,45,2.9,x-ray diffraction,5.0,alpha,nadh-ubiquinone oxidoreductase chain 6,1,features/protein_v4/pt/8rgr/8rgr_protein.pt
train,8rgr__K,8rgr,K,98,98,45,2.9,x-ray diffraction,3.0,alpha,nadh-ubiquinone oxidoreductase chain 4l,1,features/protein_v4/pt/8rgr/8rgr_protein.pt
train,8rgr__L,8rgr,L,606,606,45,2.9,x-ray diffraction,16.0,alpha,nadh-ubiquinone oxidoreductase chain 5,0,features/protein_v4/pt/8rgr/8rgr_protein.pt
train,8rgr__M,8rgr,M,459,459,45,2.9,x-ray diffraction,14.0,alpha,nadh-ubiquinone oxidoreductase chain 4,1,features/protein_v4/pt/8rgr/8rgr_protein.pt
train,8rgr__N,8rgr,N,345,345,45,2.9,x-ray diffraction,11.0,alpha,nadh-ubiquinone oxidoreductase chain 2,1,features/protein_v4/pt/8rgr/8rgr_protein.pt
train,8rgr__Y,8rgr,Y,140,140,45,2.9,x-ray diffraction,4.0,alpha,nadh dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,0,features/protein_v4/pt/8rgr/8rgr_protein.pt
train,8rgr__d,8rgr,d,120,120,45,2.9,x-ray diffraction,2.0,alpha,nadh dehydrogenase [ubiquinone] 1 subunit c2,1,features/protein_v4/pt/8rgr/8rgr_protein.pt
train,8rgt__A,8rgt,A,94,94,41,3.1,x-ray diffraction,3.0,alpha,nadh-ubiquinone oxidoreductase chain 3,0,features/protein_v4/pt/8rgt/8rgt_protein.pt
train,8rgt__H,8rgt,H,306,306,41,3.1,x-ray diffraction,8.0,alpha,nadh-ubiquinone oxidoreductase chain 1,0,features/protein_v4/pt/8rgt/8rgt_protein.pt
train,8rgt__J,8rgt,J,164,164,41,3.1,x-ray diffraction,5.0,alpha,nadh-ubiquinone oxidoreductase chain 6,0,features/protein_v4/pt/8rgt/8rgt_protein.pt
train,8rgt__K,8rgt,K,98,98,41,3.1,x-ray diffraction,3.0,alpha,nadh-ubiquinone oxidoreductase chain 4l,1,features/protein_v4/pt/8rgt/8rgt_protein.pt
train,8rgt__L,8rgt,L,606,606,41,3.1,x-ray diffraction,18.0,alpha,nadh-ubiquinone oxidoreductase chain 5,0,features/protein_v4/pt/8rgt/8rgt_protein.pt
train,8rgt__M,8rgt,M,459,459,41,3.1,x-ray diffraction,14.0,alpha,nadh-ubiquinone oxidoreductase chain 4,1,features/protein_v4/pt/8rgt/8rgt_protein.pt
train,8rgt__N,8rgt,N,345,345,41,3.1,x-ray diffraction,11.0,alpha,nadh-ubiquinone oxidoreductase chain 2,1,features/protein_v4/pt/8rgt/8rgt_protein.pt
train,8rgt__Y,8rgt,Y,140,140,41,3.1,x-ray diffraction,4.0,alpha,nadh dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,0,features/protein_v4/pt/8rgt/8rgt_protein.pt
train,8rgt__d,8rgt,d,120,120,41,3.1,x-ray diffraction,2.0,alpha,nadh dehydrogenase [ubiquinone] 1 subunit c2,1,features/protein_v4/pt/8rgt/8rgt_protein.pt
train,8rh4__A,8rh4,A,332,332,5,2.52,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh4/8rh4_protein.pt
train,8rh4__B,8rh4,B,332,332,5,2.52,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh4/8rh4_protein.pt
train,8rh4__C,8rh4,C,332,332,5,2.52,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh4/8rh4_protein.pt
train,8rh4__D,8rh4,D,332,332,5,2.52,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh4/8rh4_protein.pt
train,8rh4__E,8rh4,E,332,332,5,2.52,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh4/8rh4_protein.pt
train,8rh7__A,8rh7,A,322,322,5,2.78,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh7/8rh7_protein.pt
train,8rh7__B,8rh7,B,322,322,5,2.78,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh7/8rh7_protein.pt
train,8rh7__C,8rh7,C,322,322,5,2.78,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh7/8rh7_protein.pt
train,8rh7__D,8rh7,D,322,322,5,2.78,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh7/8rh7_protein.pt
train,8rh7__E,8rh7,E,322,322,5,2.78,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh7/8rh7_protein.pt
train,8rh8__A,8rh8,A,329,329,5,2.66,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh8/8rh8_protein.pt
train,8rh8__B,8rh8,B,329,329,5,2.66,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh8/8rh8_protein.pt
train,8rh8__C,8rh8,C,329,329,5,2.66,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh8/8rh8_protein.pt
train,8rh8__D,8rh8,D,329,329,5,2.66,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh8/8rh8_protein.pt
train,8rh8__E,8rh8,E,329,329,5,2.66,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh8/8rh8_protein.pt
train,8rh9__A,8rh9,A,333,333,5,3.21,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh9/8rh9_protein.pt
train,8rh9__B,8rh9,B,333,333,5,3.21,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh9/8rh9_protein.pt
train,8rh9__C,8rh9,C,333,333,5,3.21,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh9/8rh9_protein.pt
train,8rh9__D,8rh9,D,333,333,5,3.21,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh9/8rh9_protein.pt
train,8rh9__E,8rh9,E,333,333,5,3.21,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rh9/8rh9_protein.pt
train,8rhg__A,8rhg,A,330,330,5,3.01,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rhg/8rhg_protein.pt
train,8rhg__B,8rhg,B,330,330,5,3.01,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rhg/8rhg_protein.pt
train,8rhg__C,8rhg,C,330,330,5,3.01,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rhg/8rhg_protein.pt
train,8rhg__D,8rhg,D,330,330,5,3.01,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rhg/8rhg_protein.pt
train,8rhg__E,8rhg,E,330,330,5,3.01,x-ray diffraction,4.0,alpha,gamma-aminobutyric acid receptor subunit rho-1,0,features/protein_v4/pt/8rhg/8rhg_protein.pt
train,8rmk__A,8rmk,A,286,286,11,3.07,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmk/8rmk_protein.pt
train,8rmk__B,8rmk,B,286,286,11,3.07,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmk/8rmk_protein.pt
train,8rmk__C,8rmk,C,286,286,11,3.07,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmk/8rmk_protein.pt
train,8rmk__D,8rmk,D,286,286,11,3.07,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmk/8rmk_protein.pt
train,8rmk__E,8rmk,E,286,286,11,3.07,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmk/8rmk_protein.pt
train,8rmk__F,8rmk,F,286,286,11,3.07,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmk/8rmk_protein.pt
train,8rmk__G,8rmk,G,286,286,11,3.07,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmk/8rmk_protein.pt
train,8rmk__H,8rmk,H,286,286,11,3.07,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmk/8rmk_protein.pt
train,8rmk__I,8rmk,I,286,286,11,3.07,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmk/8rmk_protein.pt
train,8rmk__J,8rmk,J,286,286,11,3.07,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmk/8rmk_protein.pt
train,8rmk__K,8rmk,K,286,286,11,3.07,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmk/8rmk_protein.pt
train,8rmm__A,8rmm,A,263,263,14,3.26,x-ray diffraction,4.0,alpha,calcium homeostasis modulator protein 4,0,features/protein_v4/pt/8rmm/8rmm_protein.pt
train,8rmm__B,8rmm,B,263,263,14,3.26,x-ray diffraction,4.0,alpha,calcium homeostasis modulator protein 4,0,features/protein_v4/pt/8rmm/8rmm_protein.pt
train,8rmm__C,8rmm,C,282,282,14,3.26,x-ray diffraction,4.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmm/8rmm_protein.pt
train,8rmm__D,8rmm,D,288,288,14,3.26,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmm/8rmm_protein.pt
train,8rmm__E,8rmm,E,290,290,14,3.26,x-ray diffraction,4.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmm/8rmm_protein.pt
train,8rmm__F,8rmm,F,288,288,14,3.26,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmm/8rmm_protein.pt
train,8rmm__G,8rmm,G,288,288,14,3.26,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmm/8rmm_protein.pt
train,8rmm__H,8rmm,H,287,287,14,3.26,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmm/8rmm_protein.pt
train,8rmm__I,8rmm,I,287,287,14,3.26,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmm/8rmm_protein.pt
train,8rmm__J,8rmm,J,230,230,14,3.26,x-ray diffraction,3.0,alpha,calcium homeostasis modulator protein 2,0,features/protein_v4/pt/8rmm/8rmm_protein.pt
train,8rmm__K,8rmm,K,240,240,14,3.26,x-ray diffraction,4.0,alpha,calcium homeostasis modulator protein 4,0,features/protein_v4/pt/8rmm/8rmm_protein.pt
train,8rq5__A,8rq5,A,268,268,5,2.32,x-ray diffraction,7.0,alpha,sodium pumping rhodopsin,0,features/protein_v4/pt/8rq5/8rq5_protein.pt
train,8rq5__B,8rq5,B,268,268,5,2.32,x-ray diffraction,7.0,alpha,sodium pumping rhodopsin,0,features/protein_v4/pt/8rq5/8rq5_protein.pt
train,8rq5__C,8rq5,C,268,268,5,2.32,x-ray diffraction,7.0,alpha,sodium pumping rhodopsin,0,features/protein_v4/pt/8rq5/8rq5_protein.pt
train,8rq5__D,8rq5,D,268,268,5,2.32,x-ray diffraction,7.0,alpha,sodium pumping rhodopsin,0,features/protein_v4/pt/8rq5/8rq5_protein.pt
train,8rq5__E,8rq5,E,268,268,5,2.32,x-ray diffraction,7.0,alpha,sodium pumping rhodopsin,0,features/protein_v4/pt/8rq5/8rq5_protein.pt
train,8rqf__A,8rqf,A,301,301,2,3.41,x-ray diffraction,9.0,alpha,sodium/bile acid cotransporter,0,features/protein_v4/pt/8rqf/8rqf_protein.pt
train,8rql__R,8rql,R,278,278,4,3.03,x-ray diffraction,7.0,alpha,taste receptor type 2 member 14,0,features/protein_v4/pt/8rql/8rql_protein.pt
train,8s3e__A,8s3e,A,902,902,8,2.39,x-ray diffraction,7.0,alpha,calcium-activated potassium channel subunit alpha-1,0,features/protein_v4/pt/8s3e/8s3e_protein.pt
train,8s3e__B,8s3e,B,902,902,8,2.39,x-ray diffraction,7.0,alpha,calcium-activated potassium channel subunit alpha-1,0,features/protein_v4/pt/8s3e/8s3e_protein.pt
train,8s3e__C,8s3e,C,902,902,8,2.39,x-ray diffraction,7.0,alpha,calcium-activated potassium channel subunit alpha-1,0,features/protein_v4/pt/8s3e/8s3e_protein.pt
train,8s3e__D,8s3e,D,902,902,8,2.39,x-ray diffraction,7.0,alpha,calcium-activated potassium channel subunit alpha-1,0,features/protein_v4/pt/8s3e/8s3e_protein.pt
train,8s6j__A,8s6j,A,255,255,4,2.15,x-ray diffraction,6.0,alpha,ion transport protein,0,features/protein_v4/pt/8s6j/8s6j_protein.pt
train,8s6j__B,8s6j,B,255,255,4,2.15,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/8s6j/8s6j_protein.pt
train,8s6j__C,8s6j,C,255,255,4,2.15,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/8s6j/8s6j_protein.pt
train,8s6j__D,8s6j,D,255,255,4,2.15,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/8s6j/8s6j_protein.pt
train,8s9b__A,8s9b,A,1273,1273,3,2.9,x-ray diffraction,24.0,alpha,sodium channel protein type 9 subunit alpha,0,features/protein_v4/pt/8s9b/8s9b_protein.pt
train,8s9c__A,8s9c,A,1273,1273,3,3.2,x-ray diffraction,24.0,alpha,sodium channel protein type 9 subunit alpha,0,features/protein_v4/pt/8s9c/8s9c_protein.pt
train,8sai__A,8sai,A,291,291,5,3.27,x-ray diffraction,7.0,alpha,probable g-protein coupled receptor 34,0,features/protein_v4/pt/8sai/8sai_protein.pt
train,8scx__A,8scx,A,133,133,3,2.7,x-ray diffraction,4.0,alpha,mitochondrial import inner membrane translocase subunit tim17,0,features/protein_v4/pt/8scx/8scx_protein.pt
train,8scx__B,8scx,B,135,135,3,2.7,x-ray diffraction,4.0,alpha,mitochondrial import inner membrane translocase subunit tim23,0,features/protein_v4/pt/8scx/8scx_protein.pt
train,8sd3__A,8sd3,A,237,237,4,2.95,x-ray diffraction,6.0,alpha,potassium voltage-gated channel subfamily b member 1,0,features/protein_v4/pt/8sd3/8sd3_protein.pt
train,8sd3__B,8sd3,B,237,237,4,2.95,x-ray diffraction,6.0,alpha,potassium voltage-gated channel subfamily b member 1,0,features/protein_v4/pt/8sd3/8sd3_protein.pt
train,8sd3__C,8sd3,C,237,237,4,2.95,x-ray diffraction,6.0,alpha,potassium voltage-gated channel subfamily b member 1,0,features/protein_v4/pt/8sd3/8sd3_protein.pt
train,8sd3__D,8sd3,D,237,237,4,2.95,x-ray diffraction,6.0,alpha,potassium voltage-gated channel subfamily b member 1,0,features/protein_v4/pt/8sd3/8sd3_protein.pt
train,8sda__A,8sda,A,236,236,4,3.32,x-ray diffraction,6.0,alpha,potassium voltage-gated channel subfamily b member 1,0,features/protein_v4/pt/8sda/8sda_protein.pt
train,8sda__B,8sda,B,236,236,4,3.32,x-ray diffraction,6.0,alpha,potassium voltage-gated channel subfamily b member 1,0,features/protein_v4/pt/8sda/8sda_protein.pt
train,8sda__C,8sda,C,234,234,4,3.32,x-ray diffraction,6.0,alpha,potassium voltage-gated channel subfamily b member 1,0,features/protein_v4/pt/8sda/8sda_protein.pt
train,8sda__D,8sda,D,233,233,4,3.32,x-ray diffraction,6.0,alpha,potassium voltage-gated channel subfamily b member 1,0,features/protein_v4/pt/8sda/8sda_protein.pt
train,8seu__A,8seu,A,628,628,4,3.0,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8seu/8seu_protein.pt
train,8seu__B,8seu,B,628,628,4,3.0,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8seu/8seu_protein.pt
train,8seu__C,8seu,C,628,628,4,3.0,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8seu/8seu_protein.pt
train,8seu__D,8seu,D,628,628,4,3.0,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8seu/8seu_protein.pt
train,8sev__A,8sev,A,626,626,4,3.17,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8sev/8sev_protein.pt
train,8sev__B,8sev,B,626,626,4,3.17,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8sev/8sev_protein.pt
train,8sev__C,8sev,C,626,626,4,3.17,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8sev/8sev_protein.pt
train,8sev__D,8sev,D,626,626,4,3.17,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8sev/8sev_protein.pt
train,8sew__A,8sew,A,629,629,4,2.89,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8sew/8sew_protein.pt
train,8sew__B,8sew,B,629,629,4,2.89,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8sew/8sew_protein.pt
train,8sew__C,8sew,C,629,629,4,2.89,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8sew/8sew_protein.pt
train,8sew__D,8sew,D,629,629,4,2.89,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8sew/8sew_protein.pt
train,8sex__A,8sex,A,626,626,4,2.84,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8sex/8sex_protein.pt
train,8sex__B,8sex,B,626,626,4,2.84,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8sex/8sex_protein.pt
train,8sex__C,8sex,C,626,626,4,2.84,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8sex/8sex_protein.pt
train,8sex__D,8sex,D,626,626,4,2.84,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8sex/8sex_protein.pt
train,8sey__A,8sey,A,626,626,4,2.99,x-ray diffraction,6.0,alpha,ryanodine receptor 1,0,features/protein_v4/pt/8sey/8sey_protein.pt
